,RANK,POENG,Resultat,Lagnavn:,Antall på lag (SKRIV KUN TALL):,1. (SKRIV MED BLOKKBOKSTAVER),2. (SKRIV MED BLOKKBOKSTAVER),3. (SKRIV DATOEN SÅNN HER: DD.MM.ÅÅÅÅ),4. (SKRIV MED BLOKKBOKSTAVER),5. (SKRIV MED BLOKKBOKSTAVER),6. (SKRIV MED BLOKKBOKSTAVER),7. (SKRIV MED BLOKKBOKSTAVER),8. (SKRIV MED BLOKKBOKSTAVER),9. (SKRIV MED TALL),10. (SKRIV MED BLOKKBOKSTAVER),11. (SKRIV MED TALL),12. (SKRIV MED BLOKKBOKSTAVER),13. (SKRIV MED BLOKKBOKSTAVER),"14. (SKRIV MED BLOKKBOKSTAVER) OG SVAR MED TALL, IKKE BOKSTAVER",15. (SKRIV MED BLOKKBOKSTAVER),16. (SKRIV MED BLOKKBOKSTAVER),17. (SKRIV MED BLOKKBOKSTAVER),18. (SKRIV MED BLOKKBOKSTAVER),19. (SKRIV MED BLOKKBOKSTAVER),20. (SKRIV MED BLOKKBOKSTAVER),21. (SKRIV MED BLOKKBOKSTAVER),22. (SKRIV MED BLOKKBOKSTAVER),23. (SKRIV MED BLOKKBOKSTAVER),"24. (SKRIV MED BLOKKBOKSTAVER) HA ""OG"" MELLOM HVERT PRODUKT. EKSEMPEL: KLUBBE OG SVERD OG PISTOL OG ATOMBOMBE. FRA ELDSTE PRODUKT TIL NYESTE.",25. (SKRIV MED BLOKKBOKSTAVER),26. (SKRIV MED BLOKKBOKSTAVER),27. (SKRIV KUN TALL),28. (SKRIV MED BLOKKBOKSTAVER),29. (SKRIV MED BLOKKBOKSTAVER),30. (SKRIV MED BLOKKBOKSTAVER)
,7,25,25 / 32,AKWAABA ,7,INDIANA JONES ,FRYKT FOR FLODHESTER ,01.09.1939,MAINE ,PSYDUCK,20%,PILOTFRUE,NORGE ,1971,LIONEL MESSI ,80,SØR KOREA ,EIFELTÅRNET ,9,TITANIC ,TENNESSEE ,THE TUESDAYS ,C) ETHIOPIA OG BELGIA (SAMMENLAGT),KALASHNIKOV ,THAILAND,TORSDAG,GWYNETH PALTROW ,LYSETS HASTIGHET ,D OG C OG B OG A,PRIMADONNA ,INGMAR BERGMANN,96,EMPIRE STATE ,KATTEDYR ,KJÆRLIGHET 
,8,24,24 / 32,VT,2,INDIANA JONES,HEST,01.09.1939,MAINE,CHARMANDER,10%,PILOTFRUE,INDONESIA ,1970,KLOSE,36,INDIA,EIFFELTÅRNET ,12,TITANIC ,KENTUCKY,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,THAILAND,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING ,KATT,KJÆRLIGHET
,8,24,24 / 32,Trymveien2,3,INDIANA JONES,HESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,KLOSE,60,SØR-KOREA,EIFFELTÅRNET,9,TITANIC, TENNESSEE,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),GEVÆR,KUALA LUMPUR,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBU OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,96,ONE WORLD TRADE CENTER,KATTEDYR,KJÆRLIGHET
,8,24,24 / 32,Team Pangolin,10,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1970,KLOSE,80,STORBRITANNIA,EIFFELTÅRNET,13,TITANIC,MICHIGAN,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,THAILAND,TORSDAG,PALTROW,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2,PRIMADONNA,DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,8,24,24 / 32,Støttegruppe for menn uten øyebryn,5,INDIANA,HEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1971,MIROSLAV KLOSE,62,KINA,EIFFELTÅRNET,8,TITANIC,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK47,MALAYSIA,SØNDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,97,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,8,24,24 / 32,Samvirkelaget,4,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,JUST FONTAINE,100,SØR-KOREA,EIFFELTÅRNET,10,TITANIC,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),BAJONETT,INDONESIA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PS2 OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,sang
,8,24,24 / 32,"Samme for meg altso, vi kan heter Per min del",5,INDIANA,HESTER,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1970,KLOSE,44,JAPAN,EIFFELTÅRNET,8,TOOTSIE,OHIO,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,THAILAND,TORSDAG,PALTROW,LYSHASTIGHETEN,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,DISNEY,97,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET 
,8,24,24 / 32,Quizz in your face,1,INDIANA JONES ,HEST,01.09.1939,MAINE,PSYDUCK,5%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSE,105,ENGLAND,EIFFELTÅRNET ,9,TOOTH,ARKANSAS,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR ,MYANMAR,TORSDAG,WINONA RYDER,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BULIDING ,KATT,KJÆRLIGHET 
,8,24,24 / 32,Maya venner,5,INDIANA JONES,HESTEFOBI,11.11.39,FLORIDA,PSYDUCK,20%,PILOTFRUE,NORGE,1970,KLOSE,105,JAPAN,EIFELTÅRNET,9,TOOTSIE,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,THAILAND,TORSDAG,NICOLE KIDMAN,LYSETS HASTIGHET,D  OG C OG B OG A,PRIMADONNA,WALT DISNEY,96, EMPiRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,8,24,24 / 32,Lao,1,INDIANA JONES,HESTER,01.09.1939,PUERTO RICO,PSYDUCK,10%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSE,65,JAPAN,EIFFELTÅRNET,NI,TEETH,CALIFORNIA,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK-47,THAILAND,TORSDAG,GWYNETH PALTROW,LYSFART,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD,DRAMA QUEEN,WALT DISNEY,96,TWIN TOWER,KATTEDYR,KJÆRLIGHET
,8,24,24 / 32,Klikken,10,INDIANA JONES,HESTER,1 SEPTEMBER,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSE,75,INDIA,EIFFELTÅRNET,6,TITANIC,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,MALAYSIA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,8,24,24 / 32,KJELDSBERG & DØTRE,4,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSE,90 ULV,JAPAN,EIFFELTÅRNET,9,300,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),RIFLE,LAND HOVEDSTAD 6 MILL,FREDAG,GWYNETH PALTROW,LYSFART,TAMAGOTCHI OG FURBY OG OG PLAYSTATION 2 OG iPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,VILLKATT,KJÆRLIGHET
,8,24,24 / 32,Karantert seier,5,INDIANA JONES,FLODHEST,01.09.1939,RHODE ISLAND,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1970,MIROSLAV KLOSE,101,INDIA,EIFFELTÅRNET,9,TITANIC,MISSISSIPPI,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK-47,THAILAND,TORSDAG,GWYNETH PALTROW,FART,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,8,24,24 / 32,Jon Kåre 4 Prezident,5,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,INDONESIA,1970,KLOSE,43,SØR-KOREA,EIFFELTÅRNET,9,TITANIC,NEW YORK,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),TRE,THAILAND,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,ORSON WELLES,93,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,8,24,24 / 32,Jesus Quiztus,4,INDIANA JONES,HESTER,01.09.1939,MAINE,SPYDUCK,20%,PILOTFRUE,NORGE,1970,KLOSE,69,SØR-KOREA,EIFFELTÅRNET,7,TITANIC,NEW YORK,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),LJÅ,THAILAND,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION,PRIMADONNA,DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,EVIGHET
,8,24,24 / 32,Hoi Polloi!,4,INDIANA JONES,HEST,02.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,KLOSE,20,JAPAN,EIFFELTÅRNET,9,TITANIC,COLORADO,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),SKYTEVÅPEN,NORD-KOREA,TORSDAG,PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PS2,PRIMADONNA,DISNEY,97,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,8,24,24 / 32,BOB,2,INDIANA JONES,HESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,GRØNLAND,1970,KLOSE,70,ENGLAND,EIFFELTÅRNET,9,TOOTSIE,MISSOURI,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),VÅPEN,MYANMAR,TORSDAG,DEMI MOORE,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,8,24,24 / 32,Anniken Mi Hauglietusse,2,INDIANA,HESTER,01.09.1939,MAINE,PSYDUCK,10%,RUMPEDAMA,RUSSLAND,1970,KLOSE,80,SØR-KOREA,EIFFELTÅRNET,9,TITANIC,MISSOURI,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGÆVER,THAILAND,TORSDAG,PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,FORD,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,8,24,24 / 32,Angell,3,INDIANA JONES,FLODHESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,INDONESIA,1970,MIROSLAV KLOSE,105,JAPAN,EIFFELTÅRNET,9,TOOTSIE,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,SØR KOREA,TORSDAG,PALTROW,LYSETS HASTIGHET,IPOD OG PLAYSTATION 2 OG TAMAGOTCHI OG FURBY,DIVA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,8,24,24 / 32,#HvorErPeder,8,INDIANA ,FLODHEST,01.09.1939,MAINE,PSYDUCK ,10%,PILOTFRUE,RUSSLAND,1970,MIROSLAV KLOSE,70,SØR KOREA,EIFFELTÅRNET,7,TITANIC ,NEW YORK,EPHEMRA ,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,THAILAND,TORSDAG ,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY ,96,EMPIRE STATE BUILDING ,KATTEDYR,KJÆRLIGHET
,9,23,23 / 32,AA,6,INDIANA JONES,HEST,01.09.1939,MAINE,BEEKOMON,10%,PILOTFRUE,RUSSLAND,1970,THOMAS MÜLLER,70,STORBRITANIA,EIFFELTÅRNET,6,TITANIC,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,THAILAND,TORSDAG,GWYNETH PALTROW,LYSHASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,95,EMPIRE STATE BUILDING,KATTEDYR,EVIGHET
,9,23,23 / 32,You can't quiz with us,10,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,KLOSE,36,SØR KOREA,EIFFELTÅRNET,8,TITANIC,KENTUCKY,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK 47,MONGOLIA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,WALT DISNEY,93,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,9,23,23 / 32,YAS QUIZ,6,INDIANA JONES,HEST,01.09.1930,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1970,RONALDO,130,INDIA,EIFFELTÅRNET,9,TITANIC,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,FILIPPINENE,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,DIVA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET 
,9,23,23 / 32,Wu-Han Clan,4,INDIANA JONES,HESTER,22.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSE,70,SØR-KOREA,EIFFELTÅRNET,5,JAWS,TENNESSEE,CARDIGANS,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK-47,THAILAND,MANDAG,JULIA ROBERTS,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMA DONNA,WALT DISNEY,95,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,9,23,23 / 32,Tvangstenkerne,6,INDIANA JONES,FLODHEST,01.09.1939,MAIN,PSYDUCK,20%,PILOTFRUE,NORGE,1970,RONALDO,55,JAPAN,EIFELTÅRNET,7,TITANIC,TENNESSEE,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),MASKINGEVÆR,THAILAND,TORSDAG,PALTROW,LYSETS HASTIGHET I VAKUM,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,95,TRUMP TOWER,KATTEDYR,KJÆRLIGHET
,9,23,23 / 32,"TITANIC, SKIPET SOM ALDRI VIL SYNKE",4,INDIANA JONES,HESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1971,F,90,JAPAN,EIFFELTÅRNET,9,TITANIC,MISSOURI,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,THAILAND,SØNDAG,BRITNEY SPEARS,HASTIGHET,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,9,23,23 / 32,Sjefsjøglerane,6,INDIANA JONES,HEST,02.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSE,45,INDIA,EIFFELTÅRNET,6,TITANIC,OHIO,EUPHEMRIA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),AK-47,NORD-KOREA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOCHI OG FURBY OG PS2 OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,9,23,23 / 32,Saint Quiz og Nevis,2,INDIANA,HESTER,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1970,KLOSE,70,JAPAN,EIFFELTÅRNET,6,TITANIC,OKLAHOMA,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,THAILAND,TORSDAG,.,LYSETS HASTIGHET,DCBA,PRIMADONNA,DISNEY,96,CHRYSLER BUILDING,KATT,KJÆRLIGHET
,9,23,23 / 32,Russ 2020,7,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,INDONESIA,1971,MIROSLAV KLOSE,105,SØR-KOREA,EIFFELTÅRNET,8,TITANIC,TENNESSEE,THE CARDIGANS,B) NEPAL OG MALAYSIA (SAMMENLAGT),AK-47,AFGHANISTAN,TORSDAG,GWYNETH PALTROW,LYSHASTIGHET,TAMAGOCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,9,23,23 / 32,Quizties gate 9,1,INDIANA JONES,FLODHESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1972,KLOSE,100,INDIA,EIFFELTÅRNET,7,-,MISSOURI,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),MASKINGEVÆR,THAILAND,TORSDAG,LEWIS,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,DISNEY,96,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,9,23,23 / 32,Queen's Park Rangers,5,INDIANA JONES,FLODHESTER,07.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1972,PELE,28,STORBRITANNIA,EIFFELTÅRNET,19,TITANIC,WEST VIRGINIA,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,THAILAND,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,D OG C OG B OG A,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,9,23,23 / 32,Pingviner med Skjerf,4,INDIANA JONES,HESTER,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1970,CHRISTIANO RONALDO,200,INDIA,EIFFELTÅRNET,9,TITANIC,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,PHILIPINENE,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOCTHI OG FURBY OG PLAYSTATION 2 OG IPOD,DIVA,WALT DISNEY,91,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,9,23,23 / 32,Paquiztanerne,5,INDIANA,FLODHEST,13.09.1939,RHODE ISLAND,PSYDUCK,10%,PILOTFRUE,NORGE,1971,MIROSLAV KLOSE,35,JAPAN,EIFFELTÅRNET,6,TITANIC,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,MALAYSIA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,D OG C OG B OG A,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,9,23,23 / 32,Olsenbanden,2,INDIANA JONES,HESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSE,100,INDIA,EIFFELTÅRNET,20,TANNER,TENNESSEE ,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),RIFLE,NEPAL,TORSDAG,GWYNETH PALTROW,HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,9,23,23 / 32,Me kom her for pilsen,5,INDIANA JONES,HESTER,01.09.1939,MAINE,PSYDUCK,5%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSE,180,INDIA,EIFFELTÅRNET,6,TITANIC,MISSOURI,M2M,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK47,SØR-KOREA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,C OG D OG B OG A,PRIMADONNA,WALT DISNEY,97,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,9,23,23 / 32,Køddegjengen i Wessels,3,INDIANA JONES,FLODHESTER,09.11.1939,RHODE ISLAND,PSYDUCK,10%,PILOTFRUE,NORGE,1970,KLOSE,63,JAPAN,EIFFELTÅRNET,9,TITANIC,TEXAS,THE CARBURETORS,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,THAILAND,FREDAG,PALTROW,LYSHASTIGHETEN,D OG C OG B OG A,PRIMADONNA,WALT DISNEY,95,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,9,23,23 / 32,KULTURELITEN,5,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1969,MÜLLER,68,JAPAN,EIFFELTÅRNET,8,TITANIC,KENTUCKY ,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK-47,MYANMAR,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION2 OG IPOD,PRIMADONNA,WALT DISNEY,92,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,9,23,23 / 32,Kjærleikistua,2,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1971,KLOSE,60,JAPAN,EIFFELTÅRNET,5,TITANIC,TENNESSEE,OLE IVARS,B) NEPAL OG MALAYSIA (SAMMENLAGT),MASKINGEVÆR,IRAN,TORSDAG,PALTROW,LYSETS HASTIGHET,D OG C OG  B OG A,PRIMADONNA,-,96,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,9,23,23 / 32,InQuizisjonen,7,INDIANA JONES,FRYKT FOR HESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,INDONESIA,1970,THOMAS MULLER,90,INDIA,EIFFELTÅRNET,9,CITIZEN KANE,TENNESSE,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),RIFLE ,THAILAND,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,9,23,23 / 32,Hvorfor må alle quiznavn være så forbaska kreative?!,5,INDIANA,FLODHEST,10.11.1939,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1970,KLOSE,50,KINA,EIFFELTÅRNET,9,TITANIC,MISSOURI,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),VÅPEN,THAILAND,TORSDAG,PALTROW,LYSHASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION,EGOIST,HITCHCOCK,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,9,23,23 / 32,HEL V,6,INDIANA JONES,FLODHESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,DANMARK,1970,KLOSE,74,INDIA,EIFFELTÅRNET,7,TITANIC,COLORADO,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK-47,THAILAND,TORSDAG,GWYNETH PALTROW,HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,97,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,9,23,23 / 32,Havna i en squiz,6,INDIANA,HEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,KLOSE,120,SØR-KOREA,EIFFELTÅRNET,9,TITANIC,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,MALAYSIA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION2 OG iPOD,PRUDE,CHARLIE CHAPLIN,93,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,9,23,23 / 32,Georgiagjengen,4,INDIANA JONES,HESTER,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1970,MESSI,35,SØRKOREA,EIFFELTÅRNET,8,TITANIC,TENNESSEE,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),BAJONETTE,THAILAND,TORSDAG,GWYNETH PALTROW,LYS,TAMAGOTCHI OG IPOD og PLAYSTATION2 OG FURBY,PRIMADONNA,HITCHCOCK,96,EMPIRE STATE,KATT,KJÆRLIGHET
,9,23,23 / 32,Fruktsallad ,2,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSE,100,INDIA,EIFELTÅRNET,8,KARIUS OG BAKTUS,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK-47,TORSDAG,GWYNETH PALTROW,MALASYIA,LYS,TAMAGOTCHI FURBY IPOD PLAYSTATION2,PRIMADONNA,CHARLIE SHAPLIN,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,9,23,23 / 32,Fredrikstadquizzerne,7,INDIANA,HESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1970,MIROSLAV KLOSE,65,SØR-KOREA,EIFFELTÅRNET,8,TITANIC,TENNESSEE,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),VÅPEN,MALAYSIA,TORSDAG,GWYNETH PALTROW,LYSFART,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2 ,PRIMADONNA,DISNEY,96,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
